date,day_of_week,day_name,weekend,holiday,special_event,weather,shift,role,covers,employees_required,employees_scheduled,absent,actual_present,hours_per_employee,hourly_wage,labor_cost,service_score
2024-06-20,3,Thursday,0,0,0,Sunny,Lunch,Dishwasher,116,6,6,1,5,5.0,13.0,325.0,4.0
2024-06-20,3,Thursday,0,0,0,Sunny,Dinner,Server,183,23,24,2,22,6.5,14.0,2002.0,4.22
2024-06-20,3,Thursday,0,0,0,Sunny,Dinner,Cook,183,12,13,1,12,6.5,20.0,1560.0,4.84
2024-06-20,3,Thursday,0,0,0,Sunny,Dinner,Host,183,8,8,0,8,6.5,15.0,780.0,4.45
2024-06-20,3,Thursday,0,0,0,Sunny,Dinner,Cashier,183,7,8,0,8,6.5,14.0,728.0,4.65
2024-06-20,3,Thursday,0,0,0,Sunny,Dinner,Dishwasher,183,9,9,0,9,6.5,13.0,760.5,5.0
2024-06-21,4,Friday,1,0,0,Cloudy,Lunch,Server,114,15,15,1,14,5.0,14.0,980.0,3.97
2024-06-21,4,Friday,1,0,0,Cloudy,Lunch,Cook,114,8,8,0,8,5.0,20.0,800.0,4.71
2024-06-21,4,Friday,1,0,0,Cloudy,Lunch,Host,114,5,6,0,6,5.0,15.0,450.0,4.65
2024-06-21,4,Friday,1,0,0,Cloudy,Lunch,Cashier,114,5,4,0,4,5.0,14.0,280.0,4.14
2024-06-21,4,Friday,1,0,0,Cloudy,Lunch,Dishwasher,114,6,7,0,7,5.0,13.0,455.0,4.58
2024-06-21,4,Friday,1,0,0,Cloudy,Dinner,Server,179,23,23,3,20,6.5,14.0,1820.0,3.55
2024-06-21,4,Friday,1,0,0,Cloudy,Dinner,Cook,179,12,12,2,10,6.5,20.0,1300.0,3.59
2024-06-21,4,Friday,1,0,0,Cloudy,Dinner,Host,179,8,8,0,8,6.5,15.0,780.0,4.99
2024-06-21,4,Friday,1,0,0,Cloudy,Dinner,Cashier,179,7,7,1,6,6.5,14.0,546.0,4.15
2024-06-21,4,Friday,1,0,0,Cloudy,Dinner,Dishwasher,179,9,9,1,8,6.5,13.0,676.0,4.21
2024-06-22,5,Saturday,1,0,0,Cloudy,Lunch,Server,112,14,15,0,15,5.0,14.0,1050.0,4.89
2024-06-22,5,Saturday,1,0,0,Cloudy,Lunch,Cook,112,7,7,0,7,5.0,20.0,700.0,4.81
2024-06-22,5,Saturday,1,0,0,Cloudy,Lunch,Host,112,5,5,0,5,5.0,15.0,375.0,4.61
2024-06-22,5,Saturday,1,0,0,Cloudy,Lunch,Cashier,112,4,4,0,4,5.0,14.0,280.0,4.89
2024-06-22,5,Saturday,1,0,0,Cloudy,Lunch,Dishwasher,112,6,7,0,7,5.0,13.0,455.0,4.99
2024-06-22,5,Saturday,1,0,0,Cloudy,Dinner,Server,276,35,34,3,31,6.5,14.0,2821.0,2.41
2024-06-22,5,Saturday,1,0,0,Cloudy,Dinner,Cook,276,18,17,0,17,6.5,20.0,2210.0,4.11
2024-06-22,5,Saturday,1,0,0,Cloudy,Dinner,Host,276,12,11,0,11,6.5,15.0,1072.5,4.21
2024-06-22,5,Saturday,1,0,0,Cloudy,Dinner,Cashier,276,10,9,0,9,6.5,14.0,819.0,4.06
2024-06-22,5,Saturday,1,0,0,Cloudy,Dinner,Dishwasher,276,13,13,1,12,6.5,13.0,1014.0,4.19
2024-06-23,6,Sunday,1,0,0,Sunny,Lunch,Server,137,18,18,0,18,5.0,14.0,1260.0,4.91
2024-06-23,6,Sunday,1,0,0,Sunny,Lunch,Cook,137,9,8,0,8,5.0,20.0,800.0,4.14
2024-06-23,6,Sunday,1,0,0,Sunny,Lunch,Host,137,6,5,0,5,5.0,15.0,375.0,4.19
2024-06-23,6,Sunday,1,0,0,Sunny,Lunch,Cashier,137,5,4,0,4,5.0,14.0,280.0,3.98
2024-06-23,6,Sunday,1,0,0,Sunny,Lunch,Dishwasher,137,7,6,1,5,5.0,13.0,325.0,3.77
2024-06-23,6,Sunday,1,0,0,Sunny,Dinner,Server,176,22,21,1,20,6.5,14.0,1820.0,3.48
2024-06-23,6,Sunday,1,0,0,Sunny,Dinner,Cook,176,11,11,0,11,6.5,20.0,1430.0,5.0
2024-06-23,6,Sunday,1,0,0,Sunny,Dinner,Host,176,8,8,0,8,6.5,15.0,780.0,4.84
2024-06-23,6,Sunday,1,0,0,Sunny,Dinner,Cashier,176,7,8,1,7,6.5,14.0,637.0,4.63
2024-06-23,6,Sunday,1,0,0,Sunny,Dinner,Dishwasher,176,8,8,1,7,6.5,13.0,591.5,4.05
2024-06-24,0,Monday,0,0,0,Sunny,Lunch,Server,96,12,13,0,13,5.0,14.0,910.0,5.0
2024-06-24,0,Monday,0,0,0,Sunny,Lunch,Cook,96,6,7,0,7,5.0,20.0,700.0,4.83
2024-06-24,0,Monday,0,0,0,Sunny,Lunch,Host,96,4,4,0,4,5.0,15.0,300.0,4.82
2024-06-24,0,Monday,0,0,0,Sunny,Lunch,Cashier,96,4,4,0,4,5.0,14.0,280.0,4.84
2024-06-24,0,Monday,0,0,0,Sunny,Lunch,Dishwasher,96,5,5,1,4,5.0,13.0,260.0,4.14
2024-06-24,0,Monday,0,0,0,Sunny,Dinner,Server,148,19,18,0,18,6.5,14.0,1638.0,4.15
2024-06-24,0,Monday,0,0,0,Sunny,Dinner,Cook,148,10,10,0,10,6.5,20.0,1300.0,4.71
2024-06-24,0,Monday,0,0,0,Sunny,Dinner,Host,148,6,6,0,6,6.5,15.0,585.0,4.74
2024-06-24,0,Monday,0,0,0,Sunny,Dinner,Cashier,148,6,5,0,5,6.5,14.0,455.0,4.06
2024-06-24,0,Monday,0,0,0,Sunny,Dinner,Dishwasher,148,7,6,2,4,6.5,13.0,338.0,2.78
2024-06-25,1,Tuesday,0,0,0,Sunny,Lunch,Server,94,12,12,1,11,5.0,14.0,770.0,4.34
2024-06-25,1,Tuesday,0,0,0,Sunny,Lunch,Cook,94,6,7,1,6,5.0,20.0,600.0,4.76
2024-06-25,1,Tuesday,0,0,0,Sunny,Lunch,Host,94,4,4,0,4,5.0,15.0,300.0,4.68
2024-06-25,1,Tuesday,0,0,0,Sunny,Lunch,Cashier,94,4,4,1,3,5.0,14.0,210.0,4.13
2024-06-25,1,Tuesday,0,0,0,Sunny,Lunch,Dishwasher,94,5,6,0,6,5.0,13.0,390.0,4.67
2024-06-25,1,Tuesday,0,0,0,Sunny,Dinner,Server,194,25,25,2,23,6.5,14.0,2093.0,3.68
2024-06-25,1,Tuesday,0,0,0,Sunny,Dinner,Cook,194,13,13,1,12,6.5,20.0,1560.0,4.08
2024-06-25,1,Tuesday,0,0,0,Sunny,Dinner,Host,194,8,7,0,7,6.5,15.0,682.5,4.02
2024-06-25,1,Tuesday,0,0,0,Sunny,Dinner,Cashier,194,7,7,0,7,6.5,14.0,637.0,4.75
2024-06-25,1,Tuesday,0,0,0,Sunny,Dinner,Dishwasher,194,9,9,1,8,6.5,13.0,676.0,4.07
2024-06-26,2,Wednesday,0,0,0,Sunny,Lunch,Server,112,14,14,1,13,5.0,14.0,910.0,4.01
2024-06-26,2,Wednesday,0,0,0,Sunny,Lunch,Cook,112,7,7,0,7,5.0,20.0,700.0,4.64
2024-06-26,2,Wednesday,0,0,0,Sunny,Lunch,Host,112,5,5,0,5,5.0,15.0,375.0,4.53
2024-06-26,2,Wednesday,0,0,0,Sunny,Lunch,Cashier,112,4,5,0,5,5.0,14.0,350.0,4.85
2024-06-26,2,Wednesday,0,0,0,Sunny,Lunch,Dishwasher,112,6,7,0,7,5.0,13.0,455.0,4.61
2024-06-26,2,Wednesday,0,0,0,Sunny,Dinner,Server,192,24,24,2,22,6.5,14.0,2002.0,3.41
2024-06-26,2,Wednesday,0,0,0,Sunny,Dinner,Cook,192,12,13,0,13,6.5,20.0,1690.0,5.0
2024-06-26,2,Wednesday,0,0,0,Sunny,Dinner,Host,192,8,7,0,7,6.5,15.0,682.5,4.07
2024-06-26,2,Wednesday,0,0,0,Sunny,Dinner,Cashier,192,7,6,1,5,6.5,14.0,455.0,3.62
2024-06-26,2,Wednesday,0,0,0,Sunny,Dinner,Dishwasher,192,9,8,2,6,6.5,13.0,507.0,3.08
2024-06-27,3,Thursday,0,0,0,Sunny,Lunch,Server,87,11,11,0,11,5.0,14.0,770.0,5.0
2024-06-27,3,Thursday,0,0,0,Sunny,Lunch,Cook,87,6,7,1,6,5.0,20.0,600.0,4.93
2024-06-27,3,Thursday,0,0,0,Sunny,Lunch,Host,87,4,4,0,4,5.0,15.0,300.0,4.98
2024-06-27,3,Thursday,0,0,0,Sunny,Lunch,Cashier,87,4,4,1,3,5.0,14.0,210.0,4.0
2024-06-27,3,Thursday,0,0,0,Sunny,Lunch,Dishwasher,87,4,5,0,5,5.0,13.0,325.0,4.74
2024-06-27,3,Thursday,0,0,0,Sunny,Dinner,Server,166,21,21,0,21,6.5,14.0,1911.0,4.6
2024-06-27,3,Thursday,0,0,0,Sunny,Dinner,Cook,166,11,12,1,11,6.5,20.0,1430.0,4.88
2024-06-27,3,Thursday,0,0,0,Sunny,Dinner,Host,166,7,6,0,6,6.5,15.0,585.0,4.19
2024-06-27,3,Thursday,0,0,0,Sunny,Dinner,Cashier,166,6,7,0,7,6.5,14.0,637.0,4.84
2024-06-27,3,Thursday,0,0,0,Sunny,Dinner,Dishwasher,166,8,9,0,9,6.5,13.0,760.5,4.6
2024-06-28,4,Friday,1,0,0,Cloudy,Lunch,Server,128,16,16,1,15,5.0,14.0,1050.0,4.12
2024-06-28,4,Friday,1,0,0,Cloudy,Lunch,Cook,128,8,8,1,7,5.0,20.0,700.0,4.22
2024-06-28,4,Friday,1,0,0,Cloudy,Lunch,Host,128,6,5,0,5,5.0,15.0,375.0,4.31
2024-06-28,4,Friday,1,0,0,Cloudy,Lunch,Cashier,128,5,5,0,5,5.0,14.0,350.0,4.75
2024-06-28,4,Friday,1,0,0,Cloudy,Lunch,Dishwasher,128,6,6,1,5,5.0,13.0,325.0,4.16
2024-06-28,4,Friday,1,0,0,Cloudy,Dinner,Server,206,26,25,1,24,6.5,14.0,2184.0,3.52
2024-06-28,4,Friday,1,0,0,Cloudy,Dinner,Cook,206,13,13,1,12,6.5,20.0,1560.0,3.97
2024-06-28,4,Friday,1,0,0,Cloudy,Dinner,Host,206,9,9,1,8,6.5,15.0,780.0,3.93
2024-06-28,4,Friday,1,0,0,Cloudy,Dinner,Cashier,206,8,8,1,7,6.5,14.0,637.0,4.26
2024-06-28,4,Friday,1,0,0,Cloudy,Dinner,Dishwasher,206,10,11,0,11,6.5,13.0,929.5,4.6
2024-06-29,5,Saturday,1,0,0,Sunny,Lunch,Server,119,15,15,2,13,5.0,14.0,910.0,3.61
2024-06-29,5,Saturday,1,0,0,Sunny,Lunch,Cook,119,8,7,0,7,5.0,20.0,700.0,3.9
2024-06-29,5,Saturday,1,0,0,Sunny,Lunch,Host,119,5,5,1,4,5.0,15.0,300.0,4.16
2024-06-29,5,Saturday,1,0,0,Sunny,Lunch,Cashier,119,5,5,0,5,5.0,14.0,350.0,4.76
2024-06-29,5,Saturday,1,0,0,Sunny,Lunch,Dishwasher,119,6,6,1,5,5.0,13.0,325.0,4.25
2024-06-29,5,Saturday,1,0,0,Sunny,Dinner,Server,232,29,28,3,25,6.5,14.0,2275.0,2.27
2024-06-29,5,Saturday,1,0,0,Sunny,Dinner,Cook,232,15,13,1,12,6.5,20.0,1560.0,2.82
2024-06-29,5,Saturday,1,0,0,Sunny,Dinner,Host,232,10,9,0,9,6.5,15.0,877.5,4.2
2024-06-29,5,Saturday,1,0,0,Sunny,Dinner,Cashier,232,9,8,0,8,6.5,14.0,728.0,4.25
2024-06-29,5,Saturday,1,0,0,Sunny,Dinner,Dishwasher,232,11,11,0,11,6.5,13.0,929.5,4.59
2024-06-30,6,Sunday,1,0,0,Rainy,Lunch,Server,94,12,13,0,13,5.0,14.0,910.0,4.86
2024-06-30,6,Sunday,1,0,0,Rainy,Lunch,Cook,94,6,7,0,7,5.0,20.0,700.0,4.56
2024-06-30,6,Sunday,1,0,0,Rainy,Lunch,Host,94,4,4,0,4,5.0,15.0,300.0,4.72
2024-06-30,6,Sunday,1,0,0,Rainy,Lunch,Cashier,94,4,5,0,5,5.0,14.0,350.0,4.78
2024-06-30,6,Sunday,1,0,0,Rainy,Lunch,Dishwasher,94,5,5,1,4,5.0,13.0,260.0,3.91
2024-06-30,6,Sunday,1,0,0,Rainy,Dinner,Server,189,24,23,6,17,6.5,14.0,1547.0,1.0
2024-06-30,6,Sunday,1,0,0,Rainy,Dinner,Cook,189,12,12,1,11,6.5,20.0,1430.0,4.28
2024-06-30,6,Sunday,1,0,0,Rainy,Dinner,Host,189,8,8,0,8,6.5,15.0,780.0,4.76
2024-06-30,6,Sunday,1,0,0,Rainy,Dinner,Cashier,189,7,7,0,7,6.5,14.0,637.0,4.77
2024-06-30,6,Sunday,1,0,0,Rainy,Dinner,Dishwasher,189,9,9,1,8,6.5,13.0,676.0,4.16
2024-07-01,0,Monday,0,0,0,Sunny,Lunch,Server,103,13,14,1,13,5.0,14.0,910.0,4.78
2024-07-01,0,Monday,0,0,0,Sunny,Lunch,Cook,103,7,8,1,7,5.0,20.0,700.0,4.74
2024-07-01,0,Monday,0,0,0,Sunny,Lunch,Host,103,5,5,0,5,5.0,15.0,375.0,4.72
2024-07-01,0,Monday,0,0,0,Sunny,Lunch,Cashier,103,4,5,0,5,5.0,14.0,350.0,4.94
2024-07-01,0,Monday,0,0,0,Sunny,Lunch,Dishwasher,103,5,5,0,5,5.0,13.0,325.0,4.81
2024-07-01,0,Monday,0,0,0,Sunny,Dinner,Server,175,22,22,2,20,6.5,14.0,1820.0,3.47
2024-07-01,0,Monday,0,0,0,Sunny,Dinner,Cook,175,11,11,0,11,6.5,20.0,1430.0,4.72
2024-07-01,0,Monday,0,0,0,Sunny,Dinner,Host,175,7,7,0,7,6.5,15.0,682.5,4.5
2024-07-01,0,Monday,0,0,0,Sunny,Dinner,Cashier,175,7,7,2,5,6.5,14.0,455.0,3.67
2024-07-01,0,Monday,0,0,0,Sunny,Dinner,Dishwasher,175,8,7,0,7,6.5,13.0,591.5,3.93
2024-07-02,1,Tuesday,0,0,0,Sunny,Lunch,Server,93,12,13,0,13,5.0,14.0,910.0,4.93
2024-07-02,1,Tuesday,0,0,0,Sunny,Lunch,Cook,93,6,7,0,7,5.0,20.0,700.0,4.81
2024-07-02,1,Tuesday,0,0,0,Sunny,Lunch,Host,93,4,4,0,4,5.0,15.0,300.0,4.9
2024-07-02,1,Tuesday,0,0,0,Sunny,Lunch,Cashier,93,4,5,0,5,5.0,14.0,350.0,4.67
2024-07-02,1,Tuesday,0,0,0,Sunny,Lunch,Dishwasher,93,5,5,0,5,5.0,13.0,325.0,4.83
2024-07-02,1,Tuesday,0,0,0,Sunny,Dinner,Server,185,24,25,1,24,6.5,14.0,2184.0,4.77
2024-07-02,1,Tuesday,0,0,0,Sunny,Dinner,Cook,185,12,12,0,12,6.5,20.0,1560.0,4.78
2024-07-02,1,Tuesday,0,0,0,Sunny,Dinner,Host,185,8,8,0,8,6.5,15.0,780.0,4.77
2024-07-02,1,Tuesday,0,0,0,Sunny,Dinner,Cashier,185,7,7,0,7,6.5,14.0,637.0,4.63
2024-07-02,1,Tuesday,0,0,0,Sunny,Dinner,Dishwasher,185,9,9,0,9,6.5,13.0,760.5,4.89
2024-07-03,2,Wednesday,0,0,0,Rainy,Lunch,Server,88,11,11,0,11,5.0,14.0,770.0,4.92
2024-07-03,2,Wednesday,0,0,0,Rainy,Lunch,Cook,88,6,7,0,7,5.0,20.0,700.0,4.51
2024-07-03,2,Wednesday,0,0,0,Rainy,Lunch,Host,88,4,4,0,4,5.0,15.0,300.0,4.81
2024-07-03,2,Wednesday,0,0,0,Rainy,Lunch,Cashier,88,4,4,1,3,5.0,14.0,210.0,4.19
2024-07-03,2,Wednesday,0,0,0,Rainy,Lunch,Dishwasher,88,4,5,0,5,5.0,13.0,325.0,4.73
2024-07-03,2,Wednesday,0,0,0,Rainy,Dinner,Server,155,20,21,0,21,6.5,14.0,1911.0,4.63
2024-07-03,2,Wednesday,0,0,0,Rainy,Dinner,Cook,155,10,10,0,10,6.5,20.0,1300.0,4.87
2024-07-03,2,Wednesday,0,0,0,Rainy,Dinner,Host,155,7,6,0,6,6.5,15.0,585.0,4.09
2024-07-03,2,Wednesday,0,0,0,Rainy,Dinner,Cashier,155,6,5,0,5,6.5,14.0,455.0,4.21
2024-07-03,2,Wednesday,0,0,0,Rainy,Dinner,Dishwasher,155,8,7,2,5,6.5,13.0,422.5,2.88
2024-07-04,3,Thursday,0,1,1,Rainy,Lunch,Server,156,20,21,1,20,5.0,14.0,1400.0,4.74
2024-07-04,3,Thursday,0,1,1,Rainy,Lunch,Cook,156,10,9,0,9,5.0,20.0,900.0,4.39
2024-07-04,3,Thursday,0,1,1,Rainy,Lunch,Host,156,7,7,0,7,5.0,15.0,525.0,4.72
2024-07-04,3,Thursday,0,1,1,Rainy,Lunch,Cashier,156,6,6,0,6,5.0,14.0,420.0,4.73
2024-07-04,3,Thursday,0,1,1,Rainy,Lunch,Dishwasher,156,8,9,0,9,5.0,13.0,585.0,4.8
2024-07-04,3,Thursday,0,1,1,Rainy,Dinner,Server,224,28,28,1,27,6.5,14.0,2457.0,4.01
2024-07-04,3,Thursday,0,1,1,Rainy,Dinner,Cook,224,14,13,1,12,6.5,20.0,1560.0,3.23
2024-07-04,3,Thursday,0,1,1,Rainy,Dinner,Host,224,9,8,1,7,6.5,15.0,682.5,3.63
2024-07-04,3,Thursday,0,1,1,Rainy,Dinner,Cashier,224,8,6,0,6,6.5,14.0,546.0,3.89
2024-07-04,3,Thursday,0,1,1,Rainy,Dinner,Dishwasher,224,11,10,1,9,6.5,13.0,760.5,3.46
2024-07-05,4,Friday,1,0,0,Sunny,Lunch,Server,65,9,9,0,9,5.0,14.0,630.0,4.77
2024-07-05,4,Friday,1,0,0,Sunny,Lunch,Cook,65,5,5,1,4,5.0,20.0,400.0,4.14
2024-07-05,4,Friday,1,0,0,Sunny,Lunch,Host,65,3,3,0,3,5.0,15.0,225.0,4.72
2024-07-05,4,Friday,1,0,0,Sunny,Lunch,Cashier,65,3,4,0,4,5.0,14.0,280.0,4.83
2024-07-05,4,Friday,1,0,0,Sunny,Lunch,Dishwasher,65,3,4,0,4,5.0,13.0,260.0,4.63
2024-07-05,4,Friday,1,0,0,Sunny,Dinner,Server,210,27,27,3,24,6.5,14.0,2184.0,2.95
2024-07-05,4,Friday,1,0,0,Sunny,Dinner,Cook,210,14,14,0,14,6.5,20.0,1820.0,4.78
2024-07-05,4,Friday,1,0,0,Sunny,Dinner,Host,210,9,8,0,8,6.5,15.0,780.0,3.82
2024-07-05,4,Friday,1,0,0,Sunny,Dinner,Cashier,210,8,8,0,8,6.5,14.0,728.0,4.85
2024-07-05,4,Friday,1,0,0,Sunny,Dinner,Dishwasher,210,10,11,1,10,6.5,13.0,845.0,4.84
2024-07-06,5,Saturday,1,0,0,Sunny,Lunch,Server,140,18,19,3,16,5.0,14.0,1120.0,3.38
2024-07-06,5,Saturday,1,0,0,Sunny,Lunch,Cook,140,9,8,0,8,5.0,20.0,800.0,4.18
2024-07-06,5,Saturday,1,0,0,Sunny,Lunch,Host,140,6,7,0,7,5.0,15.0,525.0,4.69
2024-07-06,5,Saturday,1,0,0,Sunny,Lunch,Cashier,140,5,5,0,5,5.0,14.0,350.0,4.82
2024-07-06,5,Saturday,1,0,0,Sunny,Lunch,Dishwasher,140,7,7,0,7,5.0,13.0,455.0,4.68
2024-07-06,5,Saturday,1,0,0,Sunny,Dinner,Server,290,37,37,2,35,6.5,14.0,3185.0,3.23
2024-07-06,5,Saturday,1,0,0,Sunny,Dinner,Cook,290,19,18,1,17,6.5,20.0,2210.0,3.56
2024-07-06,5,Saturday,1,0,0,Sunny,Dinner,Host,290,12,12,1,11,6.5,15.0,1072.5,4.16
2024-07-06,5,Saturday,1,0,0,Sunny,Dinner,Cashier,290,11,10,1,9,6.5,14.0,819.0,3.35
2024-07-06,5,Saturday,1,0,0,Sunny,Dinner,Dishwasher,290,14,14,1,13,6.5,13.0,1098.5,4.09
2024-07-07,6,Sunday,1,0,0,Cloudy,Lunch,Server,111,14,13,5,8,5.0,14.0,560.0,1.11
2024-07-07,6,Sunday,1,0,0,Cloudy,Lunch,Cook,111,7,8,0,8,5.0,20.0,800.0,4.82
2024-07-07,6,Sunday,1,0,0,Cloudy,Lunch,Host,111,5,6,0,6,5.0,15.0,450.0,4.77
2024-07-07,6,Sunday,1,0,0,Cloudy,Lunch,Cashier,111,4,4,0,4,5.0,14.0,280.0,4.84
2024-07-07,6,Sunday,1,0,0,Cloudy,Lunch,Dishwasher,111,6,6,0,6,5.0,13.0,390.0,4.79
2024-07-07,6,Sunday,1,0,0,Cloudy,Dinner,Server,174,22,22,3,19,6.5,14.0,1729.0,3.3
2024-07-07,6,Sunday,1,0,0,Cloudy,Dinner,Cook,174,11,10,1,9,6.5,20.0,1170.0,3.46
2024-07-07,6,Sunday,1,0,0,Cloudy,Dinner,Host,174,7,7,1,6,6.5,15.0,585.0,4.17
2024-07-07,6,Sunday,1,0,0,Cloudy,Dinner,Cashier,174,7,6,0,6,6.5,14.0,546.0,3.91
2024-07-07,6,Sunday,1,0,0,Cloudy,Dinner,Dishwasher,174,8,9,2,7,6.5,13.0,591.5,4.35
2024-07-08,0,Monday,0,0,0,Sunny,Lunch,Server,106,14,14,0,14,5.0,14.0,980.0,4.78
2024-07-08,0,Monday,0,0,0,Sunny,Lunch,Cook,106,7,7,0,7,5.0,20.0,700.0,4.73
2024-07-08,0,Monday,0,0,0,Sunny,Lunch,Host,106,5,6,0,6,5.0,15.0,450.0,4.72
2024-07-08,0,Monday,0,0,0,Sunny,Lunch,Cashier,106,4,5,0,5,5.0,14.0,350.0,4.64
2024-07-08,0,Monday,0,0,0,Sunny,Lunch,Dishwasher,106,5,5,1,4,5.0,13.0,260.0,4.1
2024-07-08,0,Monday,0,0,0,Sunny,Dinner,Server,181,23,23,1,22,6.5,14.0,2002.0,4.06
2024-07-08,0,Monday,0,0,0,Sunny,Dinner,Cook,181,12,13,0,13,6.5,20.0,1690.0,4.6
2024-07-08,0,Monday,0,0,0,Sunny,Dinner,Host,181,8,8,0,8,6.5,15.0,780.0,4.99
2024-07-08,0,Monday,0,0,0,Sunny,Dinner,Cashier,181,7,7,1,6,6.5,14.0,546.0,4.04
2024-07-08,0,Monday,0,0,0,Sunny,Dinner,Dishwasher,181,9,9,0,9,6.5,13.0,760.5,4.82
2024-07-09,1,Tuesday,0,0,0,Cloudy,Lunch,Server,85,11,12,0,12,5.0,14.0,840.0,4.63
2024-07-09,1,Tuesday,0,0,0,Cloudy,Lunch,Cook,85,6,7,0,7,5.0,20.0,700.0,4.62
2024-07-09,1,Tuesday,0,0,0,Cloudy,Lunch,Host,85,4,5,0,5,5.0,15.0,375.0,4.91
2024-07-09,1,Tuesday,0,0,0,Cloudy,Lunch,Cashier,85,4,4,0,4,5.0,14.0,280.0,4.7
2024-07-09,1,Tuesday,0,0,0,Cloudy,Lunch,Dishwasher,85,4,5,0,5,5.0,13.0,325.0,4.51
2024-07-09,1,Tuesday,0,0,0,Cloudy,Dinner,Server,178,23,22,3,19,6.5,14.0,1729.0,2.15
2024-07-09,1,Tuesday,0,0,0,Cloudy,Dinner,Cook,178,12,13,1,12,6.5,20.0,1560.0,4.68
2024-07-09,1,Tuesday,0,0,0,Cloudy,Dinner,Host,178,8,8,0,8,6.5,15.0,780.0,4.77
2024-07-09,1,Tuesday,0,0,0,Cloudy,Dinner,Cashier,178,7,8,0,8,6.5,14.0,728.0,4.75
2024-07-09,1,Tuesday,0,0,0,Cloudy,Dinner,Dishwasher,178,9,8,0,8,6.5,13.0,676.0,4.13
2024-07-10,2,Wednesday,0,0,0,Cloudy,Lunch,Server,65,9,10,0,10,5.0,14.0,700.0,4.99
2024-07-10,2,Wednesday,0,0,0,Cloudy,Lunch,Cook,65,5,6,0,6,5.0,20.0,600.0,4.79
2024-07-10,2,Wednesday,0,0,0,Cloudy,Lunch,Host,65,3,3,0,3,5.0,15.0,225.0,4.69
2024-07-10,2,Wednesday,0,0,0,Cloudy,Lunch,Cashier,65,3,4,0,4,5.0,14.0,280.0,4.74
2024-07-10,2,Wednesday,0,0,0,Cloudy,Lunch,Dishwasher,65,3,4,0,4,5.0,13.0,260.0,5.0
2024-07-10,2,Wednesday,0,0,0,Cloudy,Dinner,Server,162,21,21,3,18,6.5,14.0,1638.0,2.75
2024-07-10,2,Wednesday,0,0,0,Cloudy,Dinner,Cook,162,11,10,0,10,6.5,20.0,1300.0,4.29
2024-07-10,2,Wednesday,0,0,0,Cloudy,Dinner,Host,162,7,7,0,7,6.5,15.0,682.5,4.75
2024-07-10,2,Wednesday,0,0,0,Cloudy,Dinner,Cashier,162,6,5,0,5,6.5,14.0,455.0,4.12
2024-07-10,2,Wednesday,0,0,0,Cloudy,Dinner,Dishwasher,162,8,8,0,8,6.5,13.0,676.0,4.62
2024-07-11,3,Thursday,0,0,1,Sunny,Lunch,Server,129,17,16,3,13,5.0,14.0,910.0,2.37
2024-07-11,3,Thursday,0,0,1,Sunny,Lunch,Cook,129,9,10,0,10,5.0,20.0,1000.0,4.94
2024-07-11,3,Thursday,0,0,1,Sunny,Lunch,Host,129,6,6,0,6,5.0,15.0,450.0,4.81
2024-07-11,3,Thursday,0,0,1,Sunny,Lunch,Cashier,129,5,5,0,5,5.0,14.0,350.0,5.0
2024-07-11,3,Thursday,0,0,1,Sunny,Lunch,Dishwasher,129,6,6,1,5,5.0,13.0,325.0,4.15
2024-07-11,3,Thursday,0,0,1,Sunny,Dinner,Server,206,26,26,2,24,6.5,14.0,2184.0,3.39
2024-07-11,3,Thursday,0,0,1,Sunny,Dinner,Cook,206,13,12,0,12,6.5,20.0,1560.0,4.28
2024-07-11,3,Thursday,0,0,1,Sunny,Dinner,Host,206,9,8,2,6,6.5,15.0,585.0,2.56
2024-07-11,3,Thursday,0,0,1,Sunny,Dinner,Cashier,206,8,7,0,7,6.5,14.0,637.0,4.28
2024-07-11,3,Thursday,0,0,1,Sunny,Dinner,Dishwasher,206,10,9,1,8,6.5,13.0,676.0,3.55
2024-07-12,4,Friday,1,0,0,Sunny,Lunch,Server,78,10,10,0,10,5.0,14.0,700.0,4.95
2024-07-12,4,Friday,1,0,0,Sunny,Lunch,Cook,78,5,6,0,6,5.0,20.0,600.0,4.88
2024-07-12,4,Friday,1,0,0,Sunny,Lunch,Host,78,4,5,0,5,5.0,15.0,375.0,4.85
2024-07-12,4,Friday,1,0,0,Sunny,Lunch,Cashier,78,3,3,0,3,5.0,14.0,210.0,4.77
2024-07-12,4,Friday,1,0,0,Sunny,Lunch,Dishwasher,78,4,4,1,3,5.0,13.0,195.0,3.93
2024-07-12,4,Friday,1,0,0,Sunny,Dinner,Server,208,26,26,0,26,6.5,14.0,2366.0,4.75
2024-07-12,4,Friday,1,0,0,Sunny,Dinner,Cook,208,13,13,0,13,6.5,20.0,1690.0,4.73
2024-07-12,4,Friday,1,0,0,Sunny,Dinner,Host,208,9,9,0,9,6.5,15.0,877.5,4.74
2024-07-12,4,Friday,1,0,0,Sunny,Dinner,Cashier,208,8,8,1,7,6.5,14.0,637.0,4.14
2024-07-12,4,Friday,1,0,0,Sunny,Dinner,Dishwasher,208,10,9,0,9,6.5,13.0,760.5,4.41
2024-07-13,5,Saturday,1,0,0,Sunny,Lunch,Server,143,18,19,0,19,5.0,14.0,1330.0,4.92
2024-07-13,5,Saturday,1,0,0,Sunny,Lunch,Cook,143,9,9,0,9,5.0,20.0,900.0,4.8
